,date,month,hour,values_2023,values_2022,values_2021,values_2020,values_2019,values_2018
1475,3.0,3.0,11.0,203.2,125.8,48.4,-29.0,-106.4,-183.8
1476,3.0,3.0,12.0,202.6,115.7,28.8,-58.1,-145.0,-231.9
1477,3.0,3.0,13.0,126.8,75.0,23.2,-28.6,-80.4,-132.2
1478,3.0,3.0,14.0,27.8,25.7,23.6,21.5,19.4,17.3
1479,3.0,3.0,15.0,27.6,33.4,39.2,45.0,50.8,56.6
1480,3.0,3.0,16.0,51.0,44.3,37.6,30.9,24.2,17.5
1481,3.0,3.0,17.0,31.4,94.9,158.4,221.9,285.4,348.9
1482,3.0,3.0,18.0,23.8,125.3,226.8,328.3,429.8,531.3
1483,3.0,3.0,19.0,22.0,143.8,265.6,387.4,509.2,631.0
1484,3.0,3.0,20.0,21.2,148.2,275.2,402.2,529.2,656.2
1485,3.0,3.0,21.0,20.8,152.0,283.2,414.4,545.6,676.8
1486,3.0,3.0,22.0,24.2,150.9,277.6,404.3,531.0,657.7
1487,3.0,3.0,23.0,25.4,154.7,284.0,413.3,542.6,671.9
1488,4.0,3.0,0.0,25.8,152.1,278.4,404.7,531.0,657.3
1489,4.0,3.0,1.0,22.4,152.8,283.2,413.6,544.0,674.4
1490,4.0,3.0,2.0,21.8,153.1,284.4,415.7,547.0,678.3
1491,4.0,3.0,3.0,26.0,154.2,282.4,410.6,538.8,667.0
1492,4.0,3.0,4.0,21.4,155.1,288.8,422.5,556.2,689.9
1493,4.0,3.0,5.0,19.4,135.9,252.4,368.9,485.4,601.9
1494,4.0,3.0,6.0,19.4,35.7,52.0,68.3,84.6,100.9
1495,4.0,3.0,7.0,18.8,21.4,24.0,26.6,29.2,31.8
1496,4.0,3.0,8.0,18.4,74.6,130.8,187.0,243.2,299.4
1497,4.0,3.0,9.0,17.8,35.1,52.4,69.7,87.0,104.3
1498,4.0,3.0,10.0,17.8,26.9,36.0,45.1,54.2,63.3
1499,4.0,3.0,11.0,18.4,24.2,30.0,35.8,41.6,47.4
1500,4.0,3.0,12.0,17.6,75.8,134.0,192.2,250.4,308.6
1501,4.0,3.0,13.0,18.0,170.8,323.6,476.4,629.2,782.0
1502,4.0,3.0,14.0,18.0,173.0,328.0,483.0,638.0,793.0
1503,4.0,3.0,15.0,17.4,167.3,317.2,467.1,617.0,766.9
1504,4.0,3.0,16.0,17.6,170.0,322.4,474.8,627.2,779.6
1505,4.0,3.0,17.0,17.0,174.7,332.4,490.1,647.8,805.5
1506,4.0,3.0,18.0,20.2,184.7,349.2,513.7,678.2,842.7
1507,4.0,3.0,19.0,24.0,187.8,351.6,515.4,679.2,843.0
1508,4.0,3.0,20.0,22.8,179.4,336.0,492.6,649.2,805.8
1509,4.0,3.0,21.0,20.8,175.8,330.8,485.8,640.8,795.8
1510,4.0,3.0,22.0,18.6,177.5,336.4,495.3,654.2,813.1
1511,4.0,3.0,23.0,21.6,175.8,330.0,484.2,638.4,792.6
1512,5.0,3.0,0.0,17.0,175.7,334.4,493.1,651.8,810.5
1513,5.0,3.0,1.0,17.8,173.1,328.4,483.7,639.0,794.3
1514,5.0,3.0,2.0,17.4,172.1,326.8,481.5,636.2,790.9
1515,5.0,3.0,3.0,17.4,173.5,329.6,485.7,641.8,797.9
1516,5.0,3.0,4.0,19.6,170.6,321.6,472.6,623.6,774.6
1517,5.0,3.0,5.0,24.6,172.9,321.2,469.5,617.8,766.1
1518,5.0,3.0,6.0,24.6,170.7,316.8,462.9,609.0,755.1
1519,5.0,3.0,7.0,22.4,173.2,324.0,474.8,625.6,776.4
1520,5.0,3.0,8.0,18.2,173.5,328.8,484.1,639.4,794.7
1521,5.0,3.0,9.0,16.6,169.9,323.2,476.5,629.8,783.1
1522,5.0,3.0,10.0,15.8,167.7,319.6,471.5,623.4,775.3
1523,5.0,3.0,11.0,16.6,181.5,346.4,511.3,676.2,841.1
1524,5.0,3.0,12.0,16.6,171.9,327.2,482.5,637.8,793.1
1525,5.0,3.0,13.0,15.8,164.5,313.2,461.9,610.6,759.3
1526,5.0,3.0,14.0,16.6,157.1,297.6,438.1,578.6,719.1
1527,5.0,3.0,15.0,15.8,174.1,332.4,490.7,649.0,807.3
1528,5.0,3.0,16.0,15.0,162.5,310.0,457.5,605.0,752.5
1529,5.0,3.0,17.0,15.2,125.4,235.6,345.8,456.0,566.2
1530,5.0,3.0,18.0,14.8,82.6,150.4,218.2,286.0,353.8
1531,5.0,3.0,19.0,15.6,36.6,57.6,78.6,99.6,120.6
1532,5.0,3.0,20.0,16.2,135.7,255.2,374.7,494.2,613.7
1533,5.0,3.0,21.0,16.0,156.6,297.2,437.8,578.4,719.0
1534,5.0,3.0,22.0,15.8,158.1,300.4,442.7,585.0,727.3
1535,5.0,3.0,23.0,15.2,164.0,312.8,461.6,610.4,759.2
1536,6.0,3.0,0.0,14.2,160.3,306.4,452.5,598.6,744.7
1537,6.0,3.0,1.0,22.4,164.2,306.0,447.8,589.6,731.4
1538,6.0,3.0,2.0,22.2,172.5,322.8,473.1,623.4,773.7
1539,6.0,3.0,3.0,15.6,165.8,316.0,466.2,616.4,766.6
1540,6.0,3.0,4.0,16.6,162.7,308.8,454.9,601.0,747.1
1541,6.0,3.0,5.0,13.2,162.4,311.6,460.8,610.0,759.2
1542,6.0,3.0,6.0,10.8,159.2,307.6,456.0,604.4,752.8
1543,6.0,3.0,7.0,7.2,170.6,334.0,497.4,660.8,824.2
1544,6.0,3.0,8.0,6.2,95.5,184.8,274.1,363.4,452.7
1545,6.0,3.0,9.0,6.8,18.4,30.0,41.6,53.2,64.8
1546,6.0,3.0,10.0,5.6,17.2,28.8,40.4,52.0,63.6
1547,6.0,3.0,11.0,6.4,18.0,29.6,41.2,52.8,64.4
1548,6.0,3.0,12.0,7.8,81.7,155.6,229.5,303.4,377.3
1549,6.0,3.0,13.0,100.0,206.0,312.0,418.0,524.0,630.0
1550,6.0,3.0,14.0,120.8,215.6,310.4,405.2,500.0,594.8
1551,6.0,3.0,15.0,135.8,229.7,323.6,417.5,511.4,605.3
1552,6.0,3.0,16.0,47.6,187.2,326.8,466.4,606.0,745.6
1553,6.0,3.0,17.0,3.4,161.1,318.8,476.5,634.2,791.9
1554,6.0,3.0,18.0,3.8,160.3,316.8,473.3,629.8,786.3
1555,6.0,3.0,19.0,8.4,160.4,312.4,464.4,616.4,768.4
1556,6.0,3.0,20.0,6.0,161.4,316.8,472.2,627.6,783.0
1557,6.0,3.0,21.0,3.4,157.7,312.0,466.3,620.6,774.9
1558,6.0,3.0,22.0,8.0,164.6,321.2,477.8,634.4,791.0
1559,6.0,3.0,23.0,10.2,160.5,310.8,461.1,611.4,761.7
1560,7.0,3.0,0.0,7.0,159.7,312.4,465.1,617.8,770.5
1561,7.0,3.0,1.0,8.2,163.5,318.8,474.1,629.4,784.7
1562,7.0,3.0,2.0,6.4,153.4,300.4,447.4,594.4,741.4
1563,7.0,3.0,3.0,4.2,155.5,306.8,458.1,609.4,760.7
1564,7.0,3.0,4.0,2.8,152.4,302.0,451.6,601.2,750.8
1565,7.0,3.0,5.0,2.4,144.0,285.6,427.2,568.8,710.4
1566,7.0,3.0,6.0,3.8,131.7,259.6,387.5,515.4,643.3
1567,7.0,3.0,7.0,5.4,128.1,250.8,373.5,496.2,618.9
1568,7.0,3.0,8.0,22.0,131.4,240.8,350.2,459.6,569.0
1569,7.0,3.0,9.0,18.8,129.6,240.4,351.2,462.0,572.8
1570,7.0,3.0,10.0,7.6,136.0,264.4,392.8,521.2,649.6
1571,7.0,3.0,11.0,7.8,149.7,291.6,433.5,575.4,717.3
1572,7.0,3.0,12.0,7.4,144.1,280.8,417.5,554.2,690.9
1573,7.0,3.0,13.0,12.6,95.1,177.6,260.1,342.6,425.1
1574,7.0,3.0,14.0,40.0,31.2,22.4,13.6,4.8,-4.0
1575,7.0,3.0,15.0,16.6,17.9,19.2,20.5,21.8,23.1
1576,7.0,3.0,16.0,14.8,16.4,18.0,19.6,21.2,22.8
1577,7.0,3.0,17.0,13.8,15.9,18.0,20.1,22.2,24.3
1578,7.0,3.0,18.0,11.2,14.0,16.8,19.6,22.4,25.2
1579,7.0,3.0,19.0,7.4,11.3,15.2,19.1,23.0,26.9
1580,7.0,3.0,20.0,5.8,12.3,18.8,25.3,31.8,38.3
1581,7.0,3.0,21.0,4.6,11.7,18.8,25.9,33.0,40.1
1582,7.0,3.0,22.0,8.8,13.6,18.4,23.2,28.0,32.8
1583,7.0,3.0,23.0,11.2,14.6,18.0,21.4,24.8,28.2
1584,8.0,3.0,0.0,8.6,13.1,17.6,22.1,26.6,31.1
1585,8.0,3.0,1.0,8.2,12.9,17.6,22.3,27.0,31.7
1586,8.0,3.0,2.0,109.8,63.7,17.6,-28.5,-74.6,-120.7
1587,8.0,3.0,3.0,145.2,81.2,17.2,-46.8,-110.8,-174.8
1588,8.0,3.0,4.0,171.8,94.5,17.2,-60.1,-137.4,-214.7
1589,8.0,3.0,5.0,172.2,94.7,17.2,-60.3,-137.8,-215.3
1590,8.0,3.0,6.0,176.2,97.7,19.2,-59.3,-137.8,-216.3
1591,8.0,3.0,7.0,185.2,103.8,22.4,-59.0,-140.4,-221.8
1592,8.0,3.0,8.0,181.0,126.9,72.8,18.7,-35.4,-89.5
1593,8.0,3.0,9.0,193.2,186.6,180.0,173.4,166.8,160.2
1594,8.0,3.0,10.0,187.4,192.9,198.4,203.9,209.4,214.9
1595,8.0,3.0,11.0,187.0,187.3,187.6,187.9,188.2,188.5
1596,8.0,3.0,12.0,188.2,186.1,184.0,181.9,179.8,177.7
1597,8.0,3.0,13.0,175.8,178.9,182.0,185.1,188.2,191.3
1598,8.0,3.0,14.0,176.4,179.2,182.0,184.8,187.6,190.4
1599,8.0,3.0,15.0,185.8,186.7,187.6,188.5,189.4,190.3
1600,8.0,3.0,16.0,177.0,180.7,184.4,188.1,191.8,195.5
1601,8.0,3.0,17.0,183.2,189.6,196.0,202.4,208.8,215.2
1602,8.0,3.0,18.0,166.0,181.0,196.0,211.0,226.0,241.0
1603,8.0,3.0,19.0,164.6,178.1,191.6,205.1,218.6,232.1
1604,8.0,3.0,20.0,178.6,188.1,197.6,207.1,216.6,226.1
1605,8.0,3.0,21.0,171.0,180.5,190.0,199.5,209.0,218.5
1606,8.0,3.0,22.0,169.0,178.1,187.2,196.3,205.4,214.5
1607,8.0,3.0,23.0,173.2,181.4,189.6,197.8,206.0,214.2
1608,9.0,3.0,0.0,169.8,179.7,189.6,199.5,209.4,219.3
1609,9.0,3.0,1.0,162.6,153.9,145.2,136.5,127.8,119.1
1610,9.0,3.0,2.0,145.6,84.6,23.6,-37.4,-98.4,-159.4
1611,9.0,3.0,3.0,6.6,12.7,18.8,24.9,31.0,37.1
1612,9.0,3.0,4.0,8.2,10.9,13.6,16.3,19.0,21.7
1613,9.0,3.0,5.0,5.0,8.9,12.8,16.7,20.6,24.5
1614,9.0,3.0,6.0,4.0,98.6,193.2,287.8,382.4,477.0
1615,9.0,3.0,7.0,6.2,129.9,253.6,377.3,501.0,624.7
1616,9.0,3.0,8.0,5.4,128.3,251.2,374.1,497.0,619.9
1617,9.0,3.0,9.0,6.4,140.2,274.0,407.8,541.6,675.4
1618,9.0,3.0,10.0,7.2,141.6,276.0,410.4,544.8,679.2
1619,9.0,3.0,11.0,6.4,146.2,286.0,425.8,565.6,705.4
1620,9.0,3.0,12.0,6.0,148.2,290.4,432.6,574.8,717.0
1621,9.0,3.0,13.0,6.0,152.4,298.8,445.2,591.6,738.0
1622,9.0,3.0,14.0,7.2,156.6,306.0,455.4,604.8,754.2
1623,9.0,3.0,15.0,3.4,155.7,308.0,460.3,612.6,764.9
1624,9.0,3.0,16.0,2.6,153.9,305.2,456.5,607.8,759.1
1625,9.0,3.0,17.0,2.2,154.3,306.4,458.5,610.6,762.7
1626,9.0,3.0,18.0,3.2,154.8,306.4,458.0,609.6,761.2
1627,9.0,3.0,19.0,3.4,155.9,308.4,460.9,613.4,765.9
1628,9.0,3.0,20.0,6.2,156.5,306.8,457.1,607.4,757.7
1629,9.0,3.0,21.0,10.0,157.4,304.8,452.2,599.6,747.0
1630,9.0,3.0,22.0,10.8,159.8,308.8,457.8,606.8,755.8
1631,9.0,3.0,23.0,5.2,163.2,321.2,479.2,637.2,795.2
1632,10.0,3.0,0.0,4.2,159.5,314.8,470.1,625.4,780.7
1633,10.0,3.0,1.0,7.4,157.9,308.4,458.9,609.4,759.9
1634,10.0,3.0,2.0,68.6,187.3,306.0,424.7,543.4,662.1
1635,10.0,3.0,3.0,138.0,220.0,302.0,384.0,466.0,548.0
1636,10.0,3.0,4.0,176.0,239.0,302.0,365.0,428.0,491.0
1637,10.0,3.0,5.0,197.2,249.2,301.2,353.2,405.2,457.2
1638,10.0,3.0,6.0,201.0,252.3,303.6,354.9,406.2,457.5
1639,10.0,3.0,7.0,193.4,247.7,302.0,356.3,410.6,464.9
1640,10.0,3.0,8.0,201.2,253.4,305.6,357.8,410.0,462.2
1641,10.0,3.0,9.0,189.6,247.0,304.4,361.8,419.2,476.6
1642,10.0,3.0,10.0,171.2,232.8,294.4,356.0,417.6,479.2
1643,10.0,3.0,11.0,194.4,254.0,313.6,373.2,432.8,492.4
1644,10.0,3.0,12.0,175.2,223.0,270.8,318.6,366.4,414.2
1645,10.0,3.0,13.0,201.6,243.4,285.2,327.0,368.8,410.6
1646,10.0,3.0,14.0,197.4,240.1,282.8,325.5,368.2,410.9
1647,10.0,3.0,15.0,189.4,249.7,310.0,370.3,430.6,490.9
1648,10.0,3.0,16.0,190.0,236.2,282.4,328.6,374.8,421.0
1649,10.0,3.0,17.0,188.0,226.4,264.8,303.2,341.6,380.0
1650,10.0,3.0,18.0,176.8,221.8,266.8,311.8,356.8,401.8
1651,10.0,3.0,19.0,185.8,226.7,267.6,308.5,349.4,390.3
1652,10.0,3.0,20.0,186.6,228.5,270.4,312.3,354.2,396.1
1653,10.0,3.0,21.0,171.2,219.8,268.4,317.0,365.6,414.2
1654,10.0,3.0,22.0,178.8,222.6,266.4,310.2,354.0,397.8
1655,10.0,3.0,23.0,172.8,230.2,287.6,345.0,402.4,459.8
1656,11.0,3.0,0.0,170.2,226.5,282.8,339.1,395.4,451.7
1657,11.0,3.0,1.0,170.0,225.6,281.2,336.8,392.4,448.0
1658,11.0,3.0,2.0,167.0,223.1,279.2,335.3,391.4,447.5
1659,11.0,3.0,3.0,182.6,228.3,274.0,319.7,365.4,411.1
1660,11.0,3.0,4.0,175.4,220.9,266.4,311.9,357.4,402.9
1661,11.0,3.0,5.0,185.4,230.1,274.8,319.5,364.2,408.9
1662,11.0,3.0,6.0,175.2,225.2,275.2,325.2,375.2,425.2
1663,11.0,3.0,7.0,24.6,144.7,264.8,384.9,505.0,625.1
1664,11.0,3.0,8.0,7.6,135.0,262.4,389.8,517.2,644.6
1665,11.0,3.0,9.0,3.2,135.8,268.4,401.0,533.6,666.2
1666,11.0,3.0,10.0,2.4,143.4,284.4,425.4,566.4,707.4
1667,11.0,3.0,11.0,2.4,143.2,284.0,424.8,565.6,706.4
1668,11.0,3.0,12.0,3.0,142.3,281.6,420.9,560.2,699.5
1669,11.0,3.0,13.0,2.4,155.2,308.0,460.8,613.6,766.4
1670,11.0,3.0,14.0,2.6,130.9,259.2,387.5,515.8,644.1
1671,11.0,3.0,15.0,2.4,144.4,286.4,428.4,570.4,712.4
1672,11.0,3.0,16.0,2.6,135.3,268.0,400.7,533.4,666.1
1673,11.0,3.0,17.0,2.6,116.9,231.2,345.5,459.8,574.1
1674,11.0,3.0,18.0,2.2,128.3,254.4,380.5,506.6,632.7
1675,11.0,3.0,19.0,4.4,151.2,298.0,444.8,591.6,738.4
1676,11.0,3.0,20.0,4.0,158.4,312.8,467.2,621.6,776.0
1677,11.0,3.0,21.0,4.0,155.6,307.2,458.8,610.4,762.0
1678,11.0,3.0,22.0,3.6,148.0,292.4,436.8,581.2,725.6
1679,11.0,3.0,23.0,2.6,146.7,290.8,434.9,579.0,723.1
1680,12.0,3.0,0.0,4.4,148.2,292.0,435.8,579.6,723.4
1681,12.0,3.0,1.0,10.6,147.1,283.6,420.1,556.6,693.1
1682,12.0,3.0,2.0,11.0,150.9,290.8,430.7,570.6,710.5
1683,12.0,3.0,3.0,9.2,148.6,288.0,427.4,566.8,706.2
1684,12.0,3.0,4.0,4.2,147.7,291.2,434.7,578.2,721.7
1685,12.0,3.0,5.0,3.6,143.8,284.0,424.2,564.4,704.6
1686,12.0,3.0,6.0,4.2,141.9,279.6,417.3,555.0,692.7
1687,12.0,3.0,7.0,4.2,153.5,302.8,452.1,601.4,750.7
1688,12.0,3.0,8.0,3.2,171.2,339.2,507.2,675.2,843.2
1689,12.0,3.0,9.0,2.8,141.2,279.6,418.0,556.4,694.8
1690,12.0,3.0,10.0,2.4,138.6,274.8,411.0,547.2,683.4
1691,12.0,3.0,11.0,3.0,139.5,276.0,412.5,549.0,685.5
1692,12.0,3.0,12.0,2.6,151.7,300.8,449.9,599.0,748.1
1693,12.0,3.0,13.0,2.6,147.1,291.6,436.1,580.6,725.1
1694,12.0,3.0,14.0,3.0,151.9,300.8,449.7,598.6,747.5
1695,12.0,3.0,15.0,2.6,148.9,295.2,441.5,587.8,734.1
1696,12.0,3.0,16.0,6.0,151.8,297.6,443.4,589.2,735.0
1697,12.0,3.0,17.0,10.6,154.1,297.6,441.1,584.6,728.1
1698,12.0,3.0,18.0,9.2,178.0,346.8,515.6,684.4,853.2
1699,12.0,3.0,19.0,6.4,176.0,345.6,515.2,684.8,854.4
1700,12.0,3.0,20.0,5.0,172.5,340.0,507.5,675.0,842.5
1701,12.0,3.0,21.0,4.2,158.7,313.2,467.7,622.2,776.7
1702,12.0,3.0,22.0,4.0,166.4,328.8,491.2,653.6,816.0
1703,12.0,3.0,23.0,5.8,162.7,319.6,476.5,633.4,790.3
1704,13.0,3.0,0.0,5.6,144.6,283.6,422.6,561.6,700.6
1705,13.0,3.0,1.0,10.0,146.6,283.2,419.8,556.4,693.0
1706,13.0,3.0,2.0,6.8,144.0,281.2,418.4,555.6,692.8
1707,13.0,3.0,3.0,2.8,144.6,286.4,428.2,570.0,711.8
1708,13.0,3.0,4.0,5.6,141.8,278.0,414.2,550.4,686.6
1709,13.0,3.0,5.0,7.2,142.6,278.0,413.4,548.8,684.2
1710,13.0,3.0,6.0,2.8,137.0,271.2,405.4,539.6,673.8
1711,13.0,3.0,7.0,3.4,144.9,286.4,427.9,569.4,710.9
1712,13.0,3.0,8.0,5.6,145.2,284.8,424.4,564.0,703.6
1713,13.0,3.0,9.0,7.2,145.8,284.4,423.0,561.6,700.2
1714,13.0,3.0,10.0,7.6,155.2,302.8,450.4,598.0,745.6
1715,13.0,3.0,11.0,7.6,156.2,304.8,453.4,602.0,750.6
1716,13.0,3.0,12.0,7.8,156.3,304.8,453.3,601.8,750.3
1717,13.0,3.0,13.0,7.0,153.5,300.0,446.5,593.0,739.5
1718,13.0,3.0,14.0,9.8,150.7,291.6,432.5,573.4,714.3
1719,13.0,3.0,15.0,6.6,149.9,293.2,436.5,579.8,723.1
1720,13.0,3.0,16.0,4.0,143.0,282.0,421.0,560.0,699.0
1721,13.0,3.0,17.0,8.4,145.6,282.8,420.0,557.2,694.4
1722,13.0,3.0,18.0,9.8,142.5,275.2,407.9,540.6,673.3
1723,13.0,3.0,19.0,9.0,141.3,273.6,405.9,538.2,670.5
1724,13.0,3.0,20.0,4.6,141.5,278.4,415.3,552.2,689.1
1725,13.0,3.0,21.0,3.4,140.7,278.0,415.3,552.6,689.9
1726,13.0,3.0,22.0,3.4,119.9,236.4,352.9,469.4,585.9
1727,13.0,3.0,23.0,4.4,134.6,264.8,395.0,525.2,655.4
1728,14.0,3.0,0.0,3.4,143.3,283.2,423.1,563.0,702.9
1729,14.0,3.0,1.0,2.6,143.9,285.2,426.5,567.8,709.1
1730,14.0,3.0,2.0,6.6,150.5,294.4,438.3,582.2,726.1
1731,14.0,3.0,3.0,7.8,152.7,297.6,442.5,587.4,732.3
1732,14.0,3.0,4.0,4.6,147.3,290.0,432.7,575.4,718.1
1733,14.0,3.0,5.0,3.6,145.6,287.6,429.6,571.6,713.6
1734,14.0,3.0,6.0,3.0,146.5,290.0,433.5,577.0,720.5
1735,14.0,3.0,7.0,6.4,149.6,292.8,436.0,579.2,722.4
1736,14.0,3.0,8.0,9.4,148.5,287.6,426.7,565.8,704.9
1737,14.0,3.0,9.0,14.2,149.1,284.0,418.9,553.8,688.7
1738,14.0,3.0,10.0,42.8,165.6,288.4,411.2,534.0,656.8
1739,14.0,3.0,11.0,12.2,149.9,287.6,425.3,563.0,700.7
1740,14.0,3.0,12.0,16.8,146.6,276.4,406.2,536.0,665.8
1741,14.0,3.0,13.0,21.8,151.5,281.2,410.9,540.6,670.3
1742,14.0,3.0,14.0,9.4,157.3,305.2,453.1,601.0,748.9
1743,14.0,3.0,15.0,9.2,150.2,291.2,432.2,573.2,714.2
1744,14.0,3.0,16.0,3.8,135.7,267.6,399.5,531.4,663.3
1745,14.0,3.0,17.0,3.2,153.8,304.4,455.0,605.6,756.2
1746,14.0,3.0,18.0,2.4,155.6,308.8,462.0,615.2,768.4
1747,14.0,3.0,19.0,4.2,157.9,311.6,465.3,619.0,772.7
1748,14.0,3.0,20.0,8.4,158.4,308.4,458.4,608.4,758.4
1749,14.0,3.0,21.0,6.2,158.3,310.4,462.5,614.6,766.7
1750,14.0,3.0,22.0,3.8,155.9,308.0,460.1,612.2,764.3
1751,14.0,3.0,23.0,5.4,153.3,301.2,449.1,597.0,744.9
1752,15.0,3.0,0.0,6.2,150.5,294.8,439.1,583.4,727.7
1753,15.0,3.0,1.0,6.0,150.2,294.4,438.6,582.8,727.0
1754,15.0,3.0,2.0,15.6,155.8,296.0,436.2,576.4,716.6
1755,15.0,3.0,3.0,60.4,179.4,298.4,417.4,536.4,655.4
1756,15.0,3.0,4.0,185.6,246.0,306.4,366.8,427.2,487.6
1757,15.0,3.0,5.0,180.2,239.9,299.6,359.3,419.0,478.7
1758,15.0,3.0,6.0,180.0,237.0,294.0,351.0,408.0,465.0
1759,15.0,3.0,7.0,194.2,243.7,293.2,342.7,392.2,441.7
1760,15.0,3.0,8.0,194.4,241.6,288.8,336.0,383.2,430.4
1761,15.0,3.0,9.0,196.4,231.8,267.2,302.6,338.0,373.4
1762,15.0,3.0,10.0,188.6,211.3,234.0,256.7,279.4,302.1
1763,15.0,3.0,11.0,201.4,231.5,261.6,291.7,321.8,351.9
1764,15.0,3.0,12.0,189.0,230.7,272.4,314.1,355.8,397.5
1765,15.0,3.0,13.0,181.2,236.6,292.0,347.4,402.8,458.2
1766,15.0,3.0,14.0,193.4,244.7,296.0,347.3,398.6,449.9
1767,15.0,3.0,15.0,195.0,243.3,291.6,339.9,388.2,436.5
1768,15.0,3.0,16.0,200.0,246.0,292.0,338.0,384.0,430.0
1769,15.0,3.0,17.0,194.0,242.0,290.0,338.0,386.0,434.0
1770,15.0,3.0,18.0,191.4,238.7,286.0,333.3,380.6,427.9
1771,15.0,3.0,19.0,198.4,241.0,283.6,326.2,368.8,411.4
1772,15.0,3.0,20.0,185.8,239.1,292.4,345.7,399.0,452.3
1773,15.0,3.0,21.0,189.0,240.5,292.0,343.5,395.0,446.5
1774,15.0,3.0,22.0,193.6,242.8,292.0,341.2,390.4,439.6
1775,15.0,3.0,23.0,195.0,242.7,290.4,338.1,385.8,433.5
1776,16.0,3.0,0.0,183.8,235.3,286.8,338.3,389.8,441.3
1777,16.0,3.0,1.0,186.6,234.5,282.4,330.3,378.2,426.1
1778,16.0,3.0,2.0,188.4,233.2,278.0,322.8,367.6,412.4
1779,16.0,3.0,3.0,181.0,226.7,272.4,318.1,363.8,409.5
1780,16.0,3.0,4.0,180.0,226.2,272.4,318.6,364.8,411.0
1781,16.0,3.0,5.0,175.8,235.1,294.4,353.7,413.0,472.3
1782,16.0,3.0,6.0,183.2,241.2,299.2,357.2,415.2,473.2
1783,16.0,3.0,7.0,188.0,243.6,299.2,354.8,410.4,466.0
1784,16.0,3.0,8.0,190.2,255.5,320.8,386.1,451.4,516.7
1785,16.0,3.0,9.0,189.8,206.1,222.4,238.7,255.0,271.3
1786,16.0,3.0,10.0,194.6,116.3,38.0,-40.3,-118.6,-196.9
1787,16.0,3.0,11.0,201.2,121.4,41.6,-38.2,-118.0,-197.8
1788,16.0,3.0,12.0,201.0,177.9,154.8,131.7,108.6,85.5
1789,16.0,3.0,13.0,183.8,208.9,234.0,259.1,284.2,309.3
1790,16.0,3.0,14.0,174.6,193.7,212.8,231.9,251.0,270.1
1791,16.0,3.0,15.0,191.2,200.4,209.6,218.8,228.0,237.2
1792,16.0,3.0,16.0,185.0,202.5,220.0,237.5,255.0,272.5
1793,16.0,3.0,17.0,179.4,190.9,202.4,213.9,225.4,236.9
1794,16.0,3.0,18.0,186.4,188.8,191.2,193.6,196.0,198.4
1795,16.0,3.0,19.0,190.2,194.7,199.2,203.7,208.2,212.7
1796,16.0,3.0,20.0,184.0,195.6,207.2,218.8,230.4,242.0
1797,16.0,3.0,21.0,180.4,191.2,202.0,212.8,223.6,234.4
1798,16.0,3.0,22.0,177.8,184.9,192.0,199.1,206.2,213.3
1799,16.0,3.0,23.0,188.8,195.0,201.2,207.4,213.6,219.8
1800,17.0,3.0,0.0,68.2,128.3,188.4,248.5,308.6,368.7
1801,17.0,3.0,1.0,19.0,103.3,187.6,271.9,356.2,440.5
1802,17.0,3.0,2.0,34.2,108.5,182.8,257.1,331.4,405.7
1803,17.0,3.0,3.0,115.0,147.3,179.6,211.9,244.2,276.5
1804,17.0,3.0,4.0,198.0,188.8,179.6,170.4,161.2,152.0
1805,17.0,3.0,5.0,194.0,188.6,183.2,177.8,172.4,167.0
1806,17.0,3.0,6.0,180.2,189.9,199.6,209.3,219.0,228.7
1807,17.0,3.0,7.0,190.6,201.5,212.4,223.3,234.2,245.1
1808,17.0,3.0,8.0,182.6,212.9,243.2,273.5,303.8,334.1
1809,17.0,3.0,9.0,184.8,242.8,300.8,358.8,416.8,474.8
1810,17.0,3.0,10.0,195.8,230.1,264.4,298.7,333.0,367.3
1811,17.0,3.0,11.0,90.0,198.2,306.4,414.6,522.8,631.0
1812,17.0,3.0,12.0,7.0,154.3,301.6,448.9,596.2,743.5
1813,17.0,3.0,13.0,6.0,160.4,314.8,469.2,623.6,778.0
1814,17.0,3.0,14.0,33.4,165.7,298.0,430.3,562.6,694.9
1815,17.0,3.0,15.0,174.4,237.6,300.8,364.0,427.2,490.4
1816,17.0,3.0,16.0,178.2,239.1,300.0,360.9,421.8,482.7
1817,17.0,3.0,17.0,185.8,237.3,288.8,340.3,391.8,443.3
1818,17.0,3.0,18.0,195.2,244.0,292.8,341.6,390.4,439.2
1819,17.0,3.0,19.0,181.0,238.5,296.0,353.5,411.0,468.5
1820,17.0,3.0,20.0,189.6,239.8,290.0,340.2,390.4,440.6
1821,17.0,3.0,21.0,178.6,235.9,293.2,350.5,407.8,465.1
1822,17.0,3.0,22.0,180.6,238.1,295.6,353.1,410.6,468.1
1823,17.0,3.0,23.0,181.6,241.2,300.8,360.4,420.0,479.6
1824,18.0,3.0,0.0,55.8,178.9,302.0,425.1,548.2,671.3
1825,18.0,3.0,1.0,2.8,155.0,307.2,459.4,611.6,763.8
1826,18.0,3.0,2.0,4.2,156.3,308.4,460.5,612.6,764.7
1827,18.0,3.0,3.0,7.4,154.5,301.6,448.7,595.8,742.9
1828,18.0,3.0,4.0,23.0,165.3,307.6,449.9,592.2,734.5
1829,18.0,3.0,5.0,154.6,233.1,311.6,390.1,468.6,547.1
1830,18.0,3.0,6.0,175.6,246.6,317.6,388.6,459.6,530.6
1831,18.0,3.0,7.0,175.6,242.2,308.8,375.4,442.0,508.6
